Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Original_label
215,2,36373,82,80,6,2017-06-15 11:26:00,14830900,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.134853646,14830900.0,0.0,14830900,14830893,14830900,14830900.0,0.0,14830900,14830900,0,0.0,0.0,0,0,0,40,0,0.134854,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,40,2,0,0,0,1386,-1,0,20,0.0,0.0,0,0,0,0.0,0,0,2,ADWARE_FEIWO
516,3,39527,90,443,6,2017-08-30 02:47:00,16298700,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.245417744,5432910.0,9178700.0,16030500,3401,16298700,8149370.0,11145600.0,16030500,268256,0,0.0,0.0,0,0,0,104,40,0.184063,0.061354399999999996,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,104,3,0,1,0,65535,14480,0,32,0.0,0.0,0,0,0,0.0,0,0,17,RANSOMWARE_PORNDROID
678,4,42198,40,443,6,2017-06-22 04:07:00,5,1,1,31,0,31,31,31.0,0.0,0,0,0.0,0.0,6200000.0,400000.0,5.0,0.0,5,5,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,32,32,200000.0,200000.0,0,31,20.6667,17.89785834,320.33299999999997,0,1,0,1,0,1,31.0,31.0,0.0,32,1,31,1,0,1039,1039,0,32,0.0,0.0,0,0,0,0.0,0,0,10,BENIGN
375,3,38751,0,53,17,2017-08-22 09:44:00,47588,1,1,34,79,34,34,34.0,0.0,79,79,79.0,0.0,2374.55,42.02740187,47588.0,0.0,47588,47588,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,21.0137,21.0137,34,79,49.0,25.98076211,675.0,0,0,0,0,0,1,73.5,34.0,79.0,32,1,34,1,79,-1,-1,0,32,0.0,0.0,0,0,0,0.0,0,0,13,RANSOMWARE_JISUT
146,2,40504,9,443,6,2017-08-29 03:44:00,8179290,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.24452003100000003,8179290.0,0.0,8179290,8179289,8179290,8179290.0,0.0,8179290,8179290,0,0.0,0.0,0,0,0,40,0,0.24452,0.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0.0,0.0,0.0,40,2,0,0,0,1369,-1,0,20,0.0,0.0,0,0,0,0.0,0,0,18,RANSOMWARE_RANSOMBO
1246,90,443,4,49421,6,2017-06-21 09:28:00,288233,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6.938830737999999,288233.0,0.0,288233,288233,288233,288233.0,0.0,288233,288233,0,0.0,0.0,0,0,0,40,0,6.93883,0.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0.0,0.0,0.0,40,2,0,0,0,14472,-1,0,20,0.0,0.0,0,0,0,0.0,0,0,10,BENIGN
378,3,40462,0,53,17,2017-06-23 05:06:00,61713,1,1,39,90,39,39,39.0,0.0,90,90,90.0,0.0,2090.32,32.40808258,61713.0,0.0,61713,61713,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,16.204,16.204,39,90,56.0,29.44486373,867.0,0,0,0,0,0,1,84.0,39.0,90.0,32,1,39,1,90,-1,-1,0,32,0.0,0.0,0,0,0,0.0,0,0,10,BENIGN
1188,3,54748,289,80,6,2017-06-14 01:08:00,9672310,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.206775837,9672310.0,0.0,9672310,9672310,9672310,9672310.0,0.0,9672310,9672310,0,0.0,0.0,0,0,0,40,0,0.20677600000000002,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,40,2,0,0,0,1403,-1,0,20,0.0,0.0,0,0,0,0.0,0,0,6,ADWARE_MOBIDASH
877,3,50434,138,443,6,2017-08-08 09:57:00,106,2,0,23,0,23,0,11.5,16.2635,0,0,0.0,0.0,216981.0,18867.92453,106.0,0.0,106,106,106,106.0,0.0,106,106,0,0.0,0.0,0,0,1,64,0,18867.9,0.0,0,23,15.3333,13.27905619,176.333,0,1,0,1,0,0,23.0,11.5,0.0,64,2,23,0,0,1419,-1,0,32,0.0,0.0,0,0,0,0.0,0,0,10,BENIGN
262,2,50058,409,443,6,2017-08-22 12:16:00,651,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3072.196621,651.0,0.0,651,651,651,651.0,0.0,651,651,0,0.0,0.0,0,0,0,64,0,3072.2,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,64,2,0,0,0,1550,-1,0,32,0.0,0.0,0,0,0,0.0,0,0,21,RANSOMWARE_WANNALOCKER
241,2,59446,371,443,6,2017-06-13 09:37:00,16398,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,121.9660934,16398.0,0.0,16398,16398,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,60.983000000000004,60.983000000000004,0,0,0.0,0.0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,20,1,0,1,0,0,0,0,20,0.0,0.0,0,0,0,0.0,0,0,1,ADWARE_EWIND
589,3,47142,440,443,6,2017-06-29 11:23:00,123734,7,10,1659,4717,951,0,237.0,368.55300000000005,1448,0,471.7,629.428,51529.9,137.3915011,7733.38,9400.79,25428,8,96758,16126.3,13643.2,32165,675,98306,10922.9,17910.0,50407,8,0,232,328,56.573,80.8185,0,1448,354.222,528.0526438999999,278840.0,0,0,1,0,0,1,375.059,237.0,471.7,232,7,1659,10,4717,65535,3840,3,32,0.0,0.0,0,0,0,0.0,0,0,30,SCAREWARE_FAKEJOBOFFER
1058,2,53482,229,443,6,2017-06-15 12:35:00,20,1,1,31,0,31,31,31.0,0.0,0,0,0.0,0.0,1550000.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,20,20,50000.0,50000.0,0,31,20.6667,17.89785834,320.33299999999997,0,1,0,1,0,1,31.0,31.0,0.0,20,1,31,1,0,200,200,0,20,0.0,0.0,0,0,0,0.0,0,0,2,ADWARE_FEIWO
556,3,38586,388,443,6,2017-06-30 02:45:00,2965900,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.6743317959999999,2965900.0,0.0,2965900,2965899,2965900,2965900.0,0.0,2965900,2965900,0,0.0,0.0,0,0,0,40,0,0.6743319999999999,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,40,2,0,0,0,65535,-1,0,20,0.0,0.0,0,0,0,0.0,0,0,34,SMSMALWARE_BEANBOT
435,3,35552,18,443,6,2017-06-14 01:00:00,14519000,9,8,643,6335,517,0,71.4444,172.201,1460,0,791.875,720.377,480.61300000000006,1.170883005,907435.0,3514130.0,14084400,12,14519000,1814870.0,4957900.0,14084400,54,336199,48028.4,87405.5,227459,12,0,200,172,0.619879,0.551004,0,1460,387.667,605.2301458,366304.0,0,0,1,0,0,0,410.471,71.4444,791.875,200,9,643,8,6335,65535,31,2,20,434596.0,0.0,434596,434596,14084400,0.0,14084400,14084400,5,ADWARE_KOODOUS
572,118,443,2,33469,6,2017-06-17 12:29:00,66,2,0,31,0,31,0,15.5,21.9203,0,0,0.0,0.0,469697.0,30303.0303,66.0,0.0,66,66,66,66.0,0.0,66,66,0,0.0,0.0,0,0,1,64,0,30303.0,0.0,0,31,20.6667,17.89785834,320.33299999999997,0,1,0,1,0,0,31.0,15.5,0.0,64,2,31,0,0,123,-1,0,32,0.0,0.0,0,0,0,0.0,0,0,10,BENIGN
47,4,59475,0,53,17,2017-06-26 11:33:00,49238,1,1,37,158,37,37,37.0,0.0,158,158,158.0,0.0,3960.36,40.61903408,49238.0,0.0,49238,49238,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,20,20.3095,20.3095,37,158,77.3333,69.85938257,4880.33,0,0,0,0,0,1,116.0,37.0,158.0,32,1,37,1,158,-1,-1,0,32,0.0,0.0,0,0,0,0.0,0,0,26,SCAREWARE_AVPASS
955,4,38234,176,443,6,2017-04-07 09:38:00,37044,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,53.98984991,37044.0,0.0,37044,37044,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,26.9949,26.9949,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,32,1,0,1,0,1637,349,0,32,0.0,0.0,0,0,0,0.0,0,0,31,SCAREWARE_FAKETAOBAO
320,3,13010,0,53,17,2017-06-07 07:52:00,31666,1,1,33,49,33,33,33.0,0.0,49,49,49.0,0.0,2589.53,63.15922439999999,31666.0,0.0,31666,31666,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,20,31.5796,31.5796,33,49,38.3333,9.237604307,85.3333,0,0,0,0,0,1,57.5,33.0,49.0,32,1,33,1,49,-1,-1,0,32,0.0,0.0,0,0,0,0.0,0,0,10,BENIGN
360,3,32343,0,53,17,2017-08-07 08:45:00,557,1,1,44,44,44,44,44.0,0.0,44,44,44.0,0.0,157989.0,3590.664273,557.0,0.0,557,557,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,1795.33,1795.33,44,44,44.0,0.0,0.0,0,0,0,0,0,1,66.0,44.0,44.0,20,1,44,1,44,-1,-1,0,20,0.0,0.0,0,0,0,0.0,0,0,10,BENIGN
404,3,57894,0,53,17,2017-06-28 12:13:00,31808,1,1,30,156,30,30,30.0,0.0,156,156,156.0,0.0,5847.59,62.87726358,31808.0,0.0,31808,31808,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,31.4386,31.4386,30,156,72.0,72.74613392,5292.0,0,0,0,0,0,1,108.0,30.0,156.0,32,1,30,1,156,-1,-1,0,32,0.0,0.0,0,0,0,0.0,0,0,30,SCAREWARE_FAKEJOBOFFER
882,44,443,4,46443,6,2017-04-07 06:20:00,39569,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,50.54461826,39569.0,0.0,39569,39569,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,25.2723,25.2723,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,32,1,0,1,0,362,1637,0,32,0.0,0.0,0,0,0,0.0,0,0,10,BENIGN
355,3,3060,0,53,17,2017-06-14 02:45:00,292002,1,1,30,46,30,30,30.0,0.0,46,46,46.0,0.0,260.272,6.849268156,292002.0,0.0,292002,292002,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,3.4246300000000005,3.4246300000000005,30,46,35.3333,9.237604307,85.3333,0,0,0,0,0,1,53.0,30.0,46.0,20,1,30,1,46,-1,-1,0,20,0.0,0.0,0,0,0,0.0,0,0,5,ADWARE_KOODOUS
6,4,17090,0,53,17,2017-06-23 12:09:00,31380,1,1,29,74,29,29,29.0,0.0,74,74,74.0,0.0,3282.35,63.73486297,31380.0,0.0,31380,31380,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,40,31.8674,31.8674,29,74,44.0,25.98076211,675.0,0,0,0,0,0,1,66.0,29.0,74.0,20,1,29,1,74,-1,-1,0,20,0.0,0.0,0,0,0,0.0,0,0,26,SCAREWARE_AVPASS
291,128,443,1,53331,6,2017-06-22 02:54:00,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,64,2,0,0,0,514,-1,0,32,0.0,0.0,0,0,0,0.0,0,0,24,SCAREWARE_ANDROIDSPY
495,3,49684,66,80,6,2017-06-28 12:07:00,6256640,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.319660546,6256640.0,0.0,6256640,6256637,6256640,6256640.0,0.0,6256640,6256640,0,0.0,0.0,0,0,0,40,0,0.31966100000000003,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,40,2,0,0,0,5989,-1,0,20,0.0,0.0,0,0,0,0.0,0,0,30,SCAREWARE_FAKEJOBOFFER
826,3,51809,114,443,6,2017-11-07 10:58:00,30797800,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.064939784,30797800.0,0.0,30797800,30797762,30797800,30797800.0,0.0,30797800,30797800,0,0.0,0.0,0,0,0,40,0,0.0649398,0.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0.0,0.0,0.0,40,2,0,0,0,1643,-1,0,20,0.0,0.0,0,0,0,0.0,0,0,43,SMSMALWARE_SMSSNIFFER
733,4,51197,372,443,6,2017-07-08 02:54:00,29478200,19,21,787,13434,310,0,41.4211,83.2048,1398,0,639.714,609.572,482.42400000000004,1.356933114,755852.0,4670300.0,29173900,3,29478200,1637680.0,6872170.0,29173900,8,234926,11746.3,20806.5,58625,3,0,616,680,0.644543,0.71239,0,1398,346.85400000000004,530.3322808,281252.0,0,0,1,0,0,1,355.525,41.4211,639.714,616,19,787,21,13434,65535,118,7,32,0.0,0.0,0,0,0,0.0,0,0,10,BENIGN
1316,140,0,489,0,0,2017-08-25 09:33:00,109581000,15,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.136885236,7827200.0,10223300.0,21758300,7,109581000,7827200.0,10223300.0,21758300,7,0,0.0,0.0,0,0,0,0,0,0.13688499999999998,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,15,0,0,0,-1,-1,0,0,956749.0,2025320.0,4576430,1686,20949400,526518.0,21758300,20478300,20,RANSOMWARE_SVPENG
902,4,55799,151,443,6,2017-08-14 11:09:00,38590,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,77.74034724,19295.0,24130.7,36358,2232,38590,38590.0,0.0,38590,38590,0,0.0,0.0,0,0,0,60,40,51.8269,25.9134,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,60,2,0,1,0,65535,42408,0,20,0.0,0.0,0,0,0,0.0,0,0,40,SMSMALWARE_MAZARBOT
961,3,33356,178,443,6,2017-06-19 04:38:00,148545,5,0,61,0,38,0,12.2,17.5271,0,0,0.0,0.0,410.65,33.65983372,37136.2,43717.5,98151,3196,148545,37136.2,43717.5,98151,3196,0,0.0,0.0,0,0,0,160,0,33.6598,0.0,0,38,10.1667,16.4489108,270.567,0,0,0,1,0,0,12.2,12.2,0.0,160,5,61,0,0,1909,-1,2,32,0.0,0.0,0,0,0,0.0,0,0,10,BENIGN
1247,91,443,2,54565,6,2017-06-30 11:18:00,13669,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,146.3164826,13669.0,0.0,13669,13669,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,73.1582,73.1582,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,32,1,0,1,0,59,1386,0,32,0.0,0.0,0,0,0,0.0,0,0,34,SMSMALWARE_BEANBOT
644,3,54654,494,443,6,2017-06-14 02:15:00,14694900,6,4,568,152,517,0,94.6667,207.90400000000002,152,0,38.0,76.0,48.9966,0.6805084809999999,1632770.0,4730480.0,14246000,152,14694900,2938980.0,6417620.0,14418500,152,315302,105101.0,93092.6,178147,281,0,200,136,0.40830500000000003,0.27220300000000003,0,517,65.4545,156.8013799,24586.7,0,0,1,0,0,0,72.0,94.6667,38.0,200,6,568,4,152,65535,110,2,32,0.0,0.0,0,0,0,0.0,0,0,5,ADWARE_KOODOUS
885,4,56850,141,443,6,2017-02-07 11:17:00,385850,8,6,3009,677,1368,0,376.125,615.727,534,0,112.833,214.111,9552.94,36.28352987,29680.8,29146.0,77559,654,385850,55121.4,68450.2,184590,654,311320,62264.0,42567.8,115120,688,0,264,200,20.7334,15.5501,0,1368,245.733,477.0017171,227531.0,0,0,1,0,0,0,263.286,376.125,112.833,264,8,3009,6,677,65535,383,4,32,0.0,0.0,0,0,0,0.0,0,0,10,BENIGN
245,111,80,1,60492,6,2017-06-28 09:25:00,67165,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29.77741383,67165.0,0.0,67165,67165,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,14.8887,14.8887,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,32,1,0,1,0,114,1369,0,32,0.0,0.0,0,0,0,0.0,0,0,28,SCAREWARE_FAKEAPPAL
362,3,32664,0,53,17,2017-06-14 02:33:00,662884,1,1,30,185,30,30,30.0,0.0,185,185,185.0,0.0,324.34,3.0171191339999996,662884.0,0.0,662884,662884,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,1.5085600000000001,1.5085600000000001,30,185,81.6667,89.48929172,8008.33,0,0,0,0,0,1,122.5,30.0,185.0,40,1,30,1,185,-1,-1,0,40,0.0,0.0,0,0,0,0.0,0,0,6,ADWARE_MOBIDASH
