Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Original_label
66164,11,60011,7684,80,6,30-06-2017 09:57,60369300,2,2,0,0,0,0,0,0,0,0,0,0,0,0.066258863,20123100,34654800,60139000,91576,230316,230316,0,230316,230316,60230500,60230500,0,60230500,60230500,0,72,72,0.0331294,0.0331294,0,0,0,0,0,0,0,1,0,0,1,0,0,0,72,2,0,2,0,65535,55,0,32,0,0,0,0,0,0,0,0,36,SMSMALWARE_FAKEINST
193579,12,59167,1964,443,6,27-06-2017 04:51,40830,2,0,0,0,0,0,0,0,0,0,0,0,0,48.9835905,40830,0,40830,40830,40830,40830,0,40830,40830,0,0,0,0,0,0,64,0,48.9836,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,64,2,0,0,0,362,-1,0,32,0,0,0,0,0,0,0,0,27,SCAREWARE_FAKEAPP
82494,12,46987,20,53,17,30-06-2017 10:42,382750,1,1,36,136,36,36,36,0,136,136,136,0,449.379,5.225342913,382750,0,382750,382750,0,0,0,0,0,0,0,0,0,0,0,20,20,2.61267,2.61267,36,136,69.3333,57.73502692,3333.33,0,0,0,0,0,1,104,36,136,20,1,36,1,136,-1,-1,0,20,0,0,0,0,0,0,0,0,38,SMSMALWARE_FAKENOTIFY
65759,3503,443,21,39226,6,13-06-2017 09:30,2188,1,1,0,0,0,0,0,0,0,0,0,0,0,914.0767824,2188,0,2188,2188,0,0,0,0,0,0,0,0,0,0,0,32,32,457.038,457.038,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,61,1595,0,32,0,0,0,0,0,0,0,0,1,ADWARE_EWIND
143860,13,32977,49,443,6,07-04-2017 10:04,1787360,2,0,0,0,0,0,0,0,0,0,0,0,0,1.118966254,1787360,0,1787360,1787364,1787360,1787360,0,1787360,1787360,0,0,0,0,0,0,40,0,1.11897,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,40,2,0,0,0,1369,-1,0,20,0,0,0,0,0,0,0,0,31,SCAREWARE_FAKETAOBAO
53779,2062,443,21,45345,6,30-06-2017 12:07,37330,2,3,0,31,0,0,0,0,31,0,10.3333,17.8979,830.431,133.9405304,9332.5,11189.9,22547,12,37330,37330,0,37330,37330,98,49,52.3259,86,12,0,52,108,53.5762,80.3643,0,31,5.16667,12.655697,160.167,0,0,0,1,1,1,6.2,0,10.3333,52,2,0,3,31,122,1369,0,20,0,0,0,0,0,0,0,0,32,SCAREWARE_PENETHO
151904,13,50739,759,80,6,26-06-2017 10:33,24083500,2,0,0,0,0,0,0,0,0,0,0,0,0,0.083044377,24083500,0,24083500,24083509,24083500,24083500,0,24083500,24083500,0,0,0,0,0,0,40,0,0.0830444,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,40,2,0,0,0,2172,-1,0,20,0,0,0,0,0,0,0,0,26,SCAREWARE_AVPASS
47980,11,36373,959,80,6,15-06-2017 11:26,14830900,2,0,0,0,0,0,0,0,0,0,0,0,0,0.134853646,14830900,0,14830900,14830893,14830900,14830900,0,14830900,14830900,0,0,0,0,0,0,40,0,0.134854,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,2,0,0,0,1386,-1,0,20,0,0,0,0,0,0,0,0,2,ADWARE_FEIWO
115221,12,39527,1144,443,6,30-08-2017 02:47,16298700,3,1,0,0,0,0,0,0,0,0,0,0,0,0.245417744,5432910,9178700,16030500,3401,16298700,8149370,11145600,16030500,268256,0,0,0,0,0,0,104,40,0.184063,0.0613544,0,0,0,0,0,0,0,1,0,0,0,0,0,0,104,3,0,1,0,65535,14480,0,32,0,0,0,0,0,0,0,0,17,RANSOMWARE_PORNDROID
147245,13,42198,384,443,6,22-06-2017 04:07,5,1,1,31,0,31,31,31,0,0,0,0,0,6200000,400000,5,0,5,5,0,0,0,0,0,0,0,0,0,0,1,32,32,200000,200000,0,31,20.6667,17.89785834,320.333,0,1,0,1,0,1,31,31,0,32,1,31,1,0,1039,1039,0,32,0,0,0,0,0,0,0,0,10,BENIGN
79176,12,38751,20,53,17,22-08-2017 09:44,47588,1,1,34,79,34,34,34,0,79,79,79,0,2374.55,42.02740187,47588,0,47588,47588,0,0,0,0,0,0,0,0,0,0,0,32,32,21.0137,21.0137,34,79,49,25.98076211,675,0,0,0,0,0,1,73.5,34,79,32,1,34,1,79,-1,-1,0,32,0,0,0,0,0,0,0,0,13,RANSOMWARE_JISUT
31864,11,40504,55,443,6,29-08-2017 03:44,8179290,2,0,0,0,0,0,0,0,0,0,0,0,0,0.244520031,8179290,0,8179290,8179289,8179290,8179290,0,8179290,8179290,0,0,0,0,0,0,40,0,0.24452,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,40,2,0,0,0,1369,-1,0,20,0,0,0,0,0,0,0,0,18,RANSOMWARE_RANSOMBO
276605,1567,443,24,49421,6,21-06-2017 09:28,288233,2,0,0,0,0,0,0,0,0,0,0,0,0,6.938830738,288233,0,288233,288233,288233,288233,0,288233,288233,0,0,0,0,0,0,40,0,6.93883,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,40,2,0,0,0,14472,-1,0,20,0,0,0,0,0,0,0,0,10,BENIGN
79860,12,40462,20,53,17,23-06-2017 05:06,61713,1,1,39,90,39,39,39,0,90,90,90,0,2090.32,32.40808258,61713,0,61713,61713,0,0,0,0,0,0,0,0,0,0,0,32,32,16.204,16.204,39,90,56,29.44486373,867,0,0,0,0,0,1,84,39,90,32,1,39,1,90,-1,-1,0,32,0,0,0,0,0,0,0,0,10,BENIGN
262397,12,54748,3075,80,6,14-06-2017 01:08,9672310,2,0,0,0,0,0,0,0,0,0,0,0,0,0.206775837,9672310,0,9672310,9672310,9672310,9672310,0,9672310,9672310,0,0,0,0,0,0,40,0,0.206776,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,2,0,0,0,1403,-1,0,20,0,0,0,0,0,0,0,0,6,ADWARE_MOBIDASH
188965,12,50434,1936,443,6,08-08-2017 09:57,106,2,0,23,0,23,0,11.5,16.2635,0,0,0,0,216981,18867.92453,106,0,106,106,106,106,0,106,106,0,0,0,0,0,1,64,0,18867.9,0,0,23,15.3333,13.27905619,176.333,0,1,0,1,0,0,23,11.5,0,64,2,23,0,0,1419,-1,0,32,0,0,0,0,0,0,0,0,10,BENIGN
57508,11,50058,5696,443,6,22-08-2017 12:16,651,2,0,0,0,0,0,0,0,0,0,0,0,0,3072.196621,651,0,651,651,651,651,0,651,651,0,0,0,0,0,0,64,0,3072.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,64,2,0,0,0,1550,-1,0,32,0,0,0,0,0,0,0,0,21,RANSOMWARE_WANNALOCKER
52837,11,59446,4268,443,6,13-06-2017 09:37,16398,1,1,0,0,0,0,0,0,0,0,0,0,0,121.9660934,16398,0,16398,16398,0,0,0,0,0,0,0,0,0,0,0,20,20,60.983,60.983,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20,1,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,1,ADWARE_EWIND
132945,12,47142,6982,443,6,29-06-2017 11:23,123734,7,10,1659,4717,951,0,237,368.553,1448,0,471.7,629.428,51529.9,137.3915011,7733.38,9400.79,25428,8,96758,16126.3,13643.2,32165,675,98306,10922.9,17910,50407,8,0,232,328,56.573,80.8185,0,1448,354.222,528.0526439,278840,0,0,1,0,0,1,375.059,237,471.7,232,7,1659,10,4717,65535,3840,3,32,0,0,0,0,0,0,0,0,30,SCAREWARE_FAKEJOBOFFER
230370,11,53482,2516,443,6,15-06-2017 12:35,20,1,1,31,0,31,31,31,0,0,0,0,0,1550000,100000,20,0,20,20,0,0,0,0,0,0,0,0,0,0,1,20,20,50000,50000,0,31,20.6667,17.89785834,320.333,0,1,0,1,0,1,31,31,0,20,1,31,1,0,200,200,0,20,0,0,0,0,0,0,0,0,2,ADWARE_FEIWO
125741,12,38586,4750,443,6,30-06-2017 02:45,2965900,2,0,0,0,0,0,0,0,0,0,0,0,0,0.674331796,2965900,0,2965900,2965899,2965900,2965900,0,2965900,2965900,0,0,0,0,0,0,40,0,0.674332,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,2,0,0,0,65535,-1,0,20,0,0,0,0,0,0,0,0,34,SMSMALWARE_BEANBOT
94847,12,35552,150,443,6,14-06-2017 01:00,14519000,9,8,643,6335,517,0,71.4444,172.201,1460,0,791.875,720.377,480.613,1.170883005,907435,3514130,14084400,12,14519000,1814870,4957900,14084400,54,336199,48028.4,87405.5,227459,12,0,200,172,0.619879,0.551004,0,1460,387.667,605.2301458,366304,0,0,1,0,0,0,410.471,71.4444,791.875,200,9,643,8,6335,65535,31,2,20,434596,0,434596,434596,14084400,0,14084400,14084400,5,ADWARE_KOODOUS
128868,2714,443,22,33469,6,17-06-2017 12:29,66,2,0,31,0,31,0,15.5,21.9203,0,0,0,0,469697,30303.0303,66,0,66,66,66,66,0,66,66,0,0,0,0,0,1,64,0,30303,0,0,31,20.6667,17.89785834,320.333,0,1,0,1,0,0,31,15.5,0,64,2,31,0,0,123,-1,0,32,0,0,0,0,0,0,0,0,10,BENIGN
10896,13,59475,20,53,17,26-06-2017 11:33,49238,1,1,37,158,37,37,37,0,158,158,158,0,3960.36,40.61903408,49238,0,49238,49238,0,0,0,0,0,0,0,0,0,0,0,32,20,20.3095,20.3095,37,158,77.3333,69.85938257,4880.33,0,0,0,0,0,1,116,37,158,32,1,37,1,158,-1,-1,0,32,0,0,0,0,0,0,0,0,26,SCAREWARE_AVPASS
205871,13,38234,2038,443,6,07-04-2017 09:38,37044,1,1,0,0,0,0,0,0,0,0,0,0,0,53.98984991,37044,0,37044,37044,0,0,0,0,0,0,0,0,0,0,0,32,32,26.9949,26.9949,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,1637,349,0,32,0,0,0,0,0,0,0,0,31,SCAREWARE_FAKETAOBAO
68671,12,13010,20,53,17,07-06-2017 07:52,31666,1,1,33,49,33,33,33,0,49,49,49,0,2589.53,63.1592244,31666,0,31666,31666,0,0,0,0,0,0,0,0,0,0,0,32,20,31.5796,31.5796,33,49,38.3333,9.237604307,85.3333,0,0,0,0,0,1,57.5,33,49,32,1,33,1,49,-1,-1,0,32,0,0,0,0,0,0,0,0,10,BENIGN
76635,12,32343,20,53,17,07-08-2017 08:45,557,1,1,44,44,44,44,44,0,44,44,44,0,157989,3590.664273,557,0,557,557,0,0,0,0,0,0,0,0,0,0,0,20,20,1795.33,1795.33,44,44,44,0,0,0,0,0,0,0,1,66,44,44,20,1,44,1,44,-1,-1,0,20,0,0,0,0,0,0,0,0,10,BENIGN
86998,12,57894,20,53,17,28-06-2017 12:13,31808,1,1,30,156,30,30,30,0,156,156,156,0,5847.59,62.87726358,31808,0,31808,31808,0,0,0,0,0,0,0,0,0,0,0,32,32,31.4386,31.4386,30,156,72,72.74613392,5292,0,0,0,0,0,1,108,30,156,32,1,30,1,156,-1,-1,0,32,0,0,0,0,0,0,0,0,30,SCAREWARE_FAKEJOBOFFER
189999,893,443,24,46443,6,07-04-2017 06:20,39569,1,1,0,0,0,0,0,0,0,0,0,0,0,50.54461826,39569,0,39569,39569,0,0,0,0,0,0,0,0,0,0,0,32,32,25.2723,25.2723,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,362,1637,0,32,0,0,0,0,0,0,0,0,10,BENIGN
75926,12,3060,20,53,17,14-06-2017 02:45,292002,1,1,30,46,30,30,30,0,46,46,46,0,260.272,6.849268156,292002,0,292002,292002,0,0,0,0,0,0,0,0,0,0,0,20,20,3.42463,3.42463,30,46,35.3333,9.237604307,85.3333,0,0,0,0,0,1,53,30,46,20,1,30,1,46,-1,-1,0,20,0,0,0,0,0,0,0,0,5,ADWARE_KOODOUS
1740,13,17090,20,53,17,23-06-2017 12:09,31380,1,1,29,74,29,29,29,0,74,74,74,0,3282.35,63.73486297,31380,0,31380,31380,0,0,0,0,0,0,0,0,0,0,0,20,40,31.8674,31.8674,29,74,44,25.98076211,675,0,0,0,0,0,1,66,29,74,20,1,29,1,74,-1,-1,0,20,0,0,0,0,0,0,0,0,26,SCAREWARE_AVPASS
62810,3315,443,21,53331,6,22-06-2017 02:54,4,2,0,0,0,0,0,0,0,0,0,0,0,0,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,64,0,500000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,64,2,0,0,0,514,-1,0,32,0,0,0,0,0,0,0,0,24,SCAREWARE_ANDROIDSPY
108867,12,49684,759,80,6,28-06-2017 12:07,6256640,2,0,0,0,0,0,0,0,0,0,0,0,0,0.319660546,6256640,0,6256640,6256637,6256640,6256640,0,6256640,6256640,0,0,0,0,0,0,40,0,0.319661,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,2,0,0,0,5989,-1,0,20,0,0,0,0,0,0,0,0,30,SCAREWARE_FAKEJOBOFFER
180238,12,51809,1525,443,6,07-11-2017 10:58,30797800,2,0,0,0,0,0,0,0,0,0,0,0,0,0.064939784,30797800,0,30797800,30797762,30797800,30797800,0,30797800,30797800,0,0,0,0,0,0,40,0,0.0649398,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,40,2,0,0,0,1643,-1,0,20,0,0,0,0,0,0,0,0,43,SMSMALWARE_SMSSNIFFER
158286,13,51197,4271,443,6,08-07-2017 02:54,29478200,19,21,787,13434,310,0,41.4211,83.2048,1398,0,639.714,609.572,482.424,1.356933114,755852,4670300,29173900,3,29478200,1637680,6872170,29173900,8,234926,11746.3,20806.5,58625,3,0,616,680,0.644543,0.71239,0,1398,346.854,530.3322808,281252,0,0,1,0,0,1,355.525,41.4211,639.714,616,19,787,21,13434,65535,118,7,32,0,0,0,0,0,0,0,0,10,BENIGN
291354,3536,0,7585,0,0,25-08-2017 09:33,109581000,15,0,0,0,0,0,0,0,0,0,0,0,0,0.136885236,7827200,10223300,21758300,7,109581000,7827200,10223300,21758300,7,0,0,0,0,0,0,0,0,0.136885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,-1,-1,0,0,956749,2025320,4576430,1686,20949400,526518,21758300,20478300,20,RANSOMWARE_SVPENG
194926,13,55799,1975,443,6,14-08-2017 11:09,38590,2,1,0,0,0,0,0,0,0,0,0,0,0,77.74034724,19295,24130.7,36358,2232,38590,38590,0,38590,38590,0,0,0,0,0,0,60,40,51.8269,25.9134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,2,0,1,0,65535,42408,0,20,0,0,0,0,0,0,0,0,40,SMSMALWARE_MAZARBOT
207278,12,33356,2056,443,6,19-06-2017 04:38,148545,5,0,61,0,38,0,12.2,17.5271,0,0,0,0,410.65,33.65983372,37136.2,43717.5,98151,3196,148545,37136.2,43717.5,98151,3196,0,0,0,0,0,0,160,0,33.6598,0,0,38,10.1667,16.4489108,270.567,0,0,0,1,0,0,12.2,12.2,0,160,5,61,0,0,1909,-1,2,32,0,0,0,0,0,0,0,0,10,BENIGN
277115,1575,443,22,54565,6,30-06-2017 11:18,13669,1,1,0,0,0,0,0,0,0,0,0,0,0,146.3164826,13669,0,13669,13669,0,0,0,0,0,0,0,0,0,0,0,32,32,73.1582,73.1582,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,59,1386,0,32,0,0,0,0,0,0,0,0,34,SMSMALWARE_BEANBOT
141893,12,54654,7684,443,6,14-06-2017 02:15,14694900,6,4,568,152,517,0,94.6667,207.904,152,0,38,76,48.9966,0.680508481,1632770,4730480,14246000,152,14694900,2938980,6417620,14418500,152,315302,105101,93092.6,178147,281,0,200,136,0.408305,0.272203,0,517,65.4545,156.8013799,24586.7,0,0,1,0,0,0,72,94.6667,38,200,6,568,4,152,65535,110,2,32,0,0,0,0,0,0,0,0,5,ADWARE_KOODOUS
190751,13,56850,1947,443,6,07-02-2017 11:17,385850,8,6,3009,677,1368,0,376.125,615.727,534,0,112.833,214.111,9552.94,36.28352987,29680.8,29146,77559,654,385850,55121.4,68450.2,184590,654,311320,62264,42567.8,115120,688,0,264,200,20.7334,15.5501,0,1368,245.733,477.0017171,227531,0,0,1,0,0,0,263.286,376.125,112.833,264,8,3009,6,677,65535,383,4,32,0,0,0,0,0,0,0,0,10,BENIGN
54263,2102,80,21,60492,6,28-06-2017 09:25,67165,1,1,0,0,0,0,0,0,0,0,0,0,0,29.77741383,67165,0,67165,67165,0,0,0,0,0,0,0,0,0,0,0,32,32,14.8887,14.8887,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,114,1369,0,32,0,0,0,0,0,0,0,0,28,SCAREWARE_FAKEAPPAL
76756,12,32664,20,53,17,14-06-2017 02:33,662884,1,1,30,185,30,30,30,0,185,185,185,0,324.34,3.017119134,662884,0,662884,662884,0,0,0,0,0,0,0,0,0,0,0,40,20,1.50856,1.50856,30,185,81.6667,89.48929172,8008.33,0,0,0,0,0,1,122.5,30,185,40,1,30,1,185,-1,-1,0,40,0,0,0,0,0,0,0,0,6,ADWARE_MOBIDASH
250981,11,36955,2882,443,6,16-06-2017 10:25,1761380,12,6,1391,4224,885,0,115.917,255.459,1448,0,704,629.019,3187.84,10.21924829,103611,177597,740199,11,1761380,160126,203600,740199,243,855976,171195,158287,308015,11,0,392,200,6.81283,3.40642,0,1448,295.526,481.4176252,231763,0,0,1,0,0,0,311.944,115.917,704,392,12,1391,6,4224,65535,510,4,32,0,0,0,0,0,0,0,0,3,ADWARE_GOOLIGAN
26228,11,52522,20,53,17,21-08-2017 10:26,32010,1,1,39,55,39,39,39,0,55,55,55,0,2936.58,62.48047485,32010,0,32010,32010,0,0,0,0,0,0,0,0,0,0,0,20,20,31.2402,31.2402,39,55,44.3333,9.237604307,85.3333,0,0,0,0,0,1,66.5,39,55,20,1,39,1,55,-1,-1,0,20,0,0,0,0,0,0,0,0,21,RANSOMWARE_WANNALOCKER
47091,11,40297,883,80,6,22-06-2017 10:14,585909,3,4,596,1065,596,0,198.667,344.101,1065,0,266.25,532.5,2834.91,11.94724778,97651.5,149101,290371,15,295037,147518,204506,292126,2911,295538,98512.7,169789,294567,15,0,80,92,5.12025,6.827,0,1065,207.625,404.3647355,163511,0,0,1,0,0,1,237.286,198.667,266.25,80,3,596,4,1065,65535,124,1,20,0,0,0,0,0,0,0,0,10,BENIGN
113322,12,46006,884,80,6,08-05-2017 03:34,287806,1,1,0,0,0,0,0,0,0,0,0,0,0,6.949125453,287806,0,287806,287806,0,0,0,0,0,0,0,0,0,0,0,20,20,3.47456,3.47456,0,0,0,0,0,0,0,0,1,1,1,0,0,0,20,1,0,1,0,1386,136,0,20,0,0,0,0,0,0,0,0,10,BENIGN
195300,12,38822,1977,80,6,14-06-2017 07:30,115236,2,0,0,0,0,0,0,0,0,0,0,0,0,17.35568746,115236,0,115236,115236,115236,115236,0,115236,115236,0,0,0,0,0,0,64,0,17.3557,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,64,2,0,0,0,349,-1,0,32,0,0,0,0,0,0,0,0,6,ADWARE_MOBIDASH
10846,13,59196,20,53,17,07-01-2017 11:44,31305,1,1,36,52,36,36,36,0,52,52,52,0,2811.05,63.8875579,31305,0,31305,31305,0,0,0,0,0,0,0,0,0,0,0,32,20,31.9438,31.9438,36,52,41.3333,9.237604307,85.3333,0,0,0,0,0,1,62,36,52,32,1,36,1,52,-1,-1,0,32,0,0,0,0,0,0,0,0,10,BENIGN
211704,13,48679,2107,443,6,07-04-2017 07:31,2036270,11,8,1793,5115,769,0,163,304.203,1418,0,639.375,643.399,3392.48,9.330804522,113126,374737,1608530,11,2036270,203627,496841,1608530,302,1995810,285116,669732,1802460,11,0,360,264,5.40204,3.92876,0,1418,345.4,512.9770078,263145,0,0,1,0,0,0,363.579,163,639.375,360,11,1793,8,5115,65535,364,4,32,0,0,0,0,0,0,0,0,10,BENIGN
156607,13,40895,3833,80,6,07-07-2017 03:56,136001,2,0,0,0,0,0,0,0,0,0,0,0,0,14.70577422,136001,0,136001,136001,136001,136001,0,136001,136001,0,0,0,0,0,0,64,0,14.7058,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,64,2,0,0,0,1106,-1,0,32,0,0,0,0,0,0,0,0,10,BENIGN
5539,13,34804,20,53,17,26-06-2017 02:42,496862,1,1,30,111,30,30,30,0,111,111,111,0,283.781,4.025262548,496862,0,496862,496862,0,0,0,0,0,0,0,0,0,0,0,20,20,2.01263,2.01263,30,111,57,46.7653718,2187,0,0,0,0,0,1,85.5,30,111,20,1,30,1,111,-1,-1,0,20,0,0,0,0,0,0,0,0,26,SCAREWARE_AVPASS
199670,941,443,24,46204,6,28-06-2017 02:41,293,2,0,0,0,0,0,0,0,0,0,0,0,0,6825.938567,293,0,293,293,293,293,0,293,293,0,0,0,0,0,0,64,0,6825.94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,64,2,0,0,0,426,-1,0,32,0,0,0,0,0,0,0,0,35,SMSMALWARE_BIIGE
